gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cells	C2: C1q+IL18+MCs	CD56brightCD16- NK cells	CD56dimCD16+ NK cells	CD8+ Exhausted T	CD8+ GZMB+ T	CD8+ GZMK+ T	MAIT	Naive T	Plasma cells	Treg	gd T
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CS05CAC687A	0.002	0.017	0.02	0.009	0.009	0.006	0.007	0.008	0.022	0.003	0.008	0.013
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC0C18A9B16	0.007	0.01	0.021	0.007	0.015	0.01	0.003	0.026	0.019	0.0	0.01	0.021
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC0CC548F18	0.007	0.01	0.021	0.007	0.015	0.01	0.003	0.026	0.019	0.0	0.01	0.021
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC031341B06	0.007	0.01	0.021	0.007	0.015	0.01	0.003	0.026	0.019	0.0	0.01	0.021
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS08387C315	0.007	0.01	0.021	0.007	0.015	0.01	0.003	0.026	0.019	0.0	0.01	0.021
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0A79056B0	0.007	0.01	0.021	0.007	0.015	0.01	0.003	0.026	0.019	0.0	0.01	0.021
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0DD047CC3	0.007	0.01	0.021	0.007	0.015	0.01	0.003	0.026	0.019	0.0	0.01	0.021
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0D97B02B1	0.002	0.001	0.005	0.001	0.009	0.006	0.006	0.008	0.014	0.003	0.001	0.002
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0680A24B2	0.002	0.001	0.005	0.001	0.009	0.006	0.006	0.008	0.014	0.003	0.001	0.002
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0492F9C60	0.002	0.001	0.005	0.001	0.009	0.006	0.006	0.008	0.014	0.003	0.001	0.002
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CS096F1E209	0.002	0.001	0.005	0.001	0.009	0.006	0.006	0.008	0.014	0.003	0.001	0.002
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC099977BFA	0.006	0.001	0.005	0.001	0.011	0.008	0.003	0.02	0.014	0.0	0.001	0.002
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC0BCF8F0E9	0.006	0.001	0.005	0.001	0.011	0.008	0.003	0.02	0.014	0.0	0.001	0.002
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC065C6CA6D	0.006	0.001	0.005	0.001	0.011	0.008	0.003	0.02	0.014	0.0	0.001	0.002
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CS09DFE4623	0.006	0.001	0.005	0.001	0.011	0.008	0.003	0.02	0.014	0.0	0.001	0.002
CYP17A1	P05093	True	CP17A_HUMAN	Androstenedione_byCYP17A1	CPI-CS0D5502736	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCR	P11274	True	BCR_HUMAN	BCR_CD45_CD22	CPI-CS037C1C02B	0.018	0.016	0.002	0.002	0.001	0.0	0.003	0.0	0.001	0.011	0.001	0.011
PTPRC	P08575	True	PTPRC_HUMAN	BCR_CD45_CD22	CPI-CS037C1C02B	0.018	0.016	0.002	0.002	0.001	0.0	0.003	0.0	0.001	0.011	0.001	0.011
CD22	P20273	True	CD22_HUMAN	BCR_CD45_CD22	CPI-CS037C1C02B	0.018	0.016	0.002	0.002	0.001	0.0	0.003	0.0	0.001	0.011	0.001	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.03	0.104	0.018	0.02	0.034	0.023	0.01	0.029	0.024	0.006	0.014	0.045
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.03	0.104	0.018	0.02	0.034	0.023	0.01	0.029	0.024	0.006	0.014	0.045
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.03	0.104	0.018	0.02	0.034	0.023	0.01	0.029	0.024	0.006	0.014	0.045
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.03	0.104	0.018	0.02	0.034	0.023	0.01	0.029	0.024	0.006	0.014	0.045
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.03	0.104	0.018	0.02	0.034	0.023	0.01	0.029	0.024	0.006	0.014	0.045
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.03	0.104	0.018	0.02	0.034	0.023	0.01	0.029	0.024	0.006	0.014	0.045
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.03	0.104	0.018	0.02	0.034	0.023	0.01	0.029	0.024	0.006	0.014	0.045
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.002	0.017	0.018	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.002	0.017	0.018	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.002	0.017	0.018	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.002	0.017	0.018	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.002	0.017	0.018	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.002	0.017	0.018	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.002	0.017	0.018	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.002	0.017	0.018	0.013	0.009	0.006	0.01	0.008	0.022	0.003	0.008	0.013
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.009	0.01	0.018	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.009	0.01	0.018	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.009	0.01	0.018	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.009	0.01	0.018	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.009	0.01	0.018	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.009	0.01	0.018	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0E5078EDE	0.009	0.01	0.018	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS036BF2AC7	0.009	0.01	0.018	0.007	0.015	0.014	0.003	0.026	0.019	0.0	0.012	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	MIS_receptor_1	CPI-CS0724C54D2	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	MIS_receptor_2	CPI-CS0F32EB9F1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.004	0.004	0.108	0.16	1.386	1.38	0.726	0.335	0.084	0.02	0.044	0.31
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-CS0DBD5CD16	0.004	0.004	0.108	0.16	1.386	1.38	0.726	0.335	0.084	0.02	0.044	0.31
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.0	0.785	0.325	0.269	0.076	0.366	0.078	0.028	0.009	0.006	0.847
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.001	0.002	0.275	0.325	0.023	0.037	0.116	0.0	0.003	0.017	0.001	0.238
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.0	0.661	0.478	0.071	0.209	0.09	0.002	0.005	0.009	0.001	0.449
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.0	0.785	0.325	0.269	0.076	0.366	0.078	0.028	0.009	0.006	0.847
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.001	0.002	0.275	0.325	0.023	0.037	0.116	0.0	0.003	0.017	0.001	0.238
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.0	0.0	0.661	0.478	0.071	0.209	0.09	0.002	0.005	0.009	0.001	0.449
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-CS04EC47889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.002	0.009	0.0	0.002	0.002	0.001	0.003	0.002	0.003	0.001	0.003	0.002
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.002	0.009	0.0	0.002	0.002	0.001	0.003	0.002	0.003	0.001	0.003	0.002
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS0F5F74D37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-CS04EC47889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-CS0B41A1AAE	0.009	0.017	0.016	0.014	0.016	0.015	0.017	0.011	0.023	0.01	0.018	0.009
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-CS023BD53E7	0.03	0.12	0.009	0.004	0.026	0.011	0.027	0.033	0.13	0.014	0.146	0.046
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS0E661878B	0.002	0.009	0.0	0.002	0.002	0.001	0.003	0.002	0.003	0.001	0.003	0.002
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.002	0.009	0.0	0.002	0.002	0.001	0.003	0.002	0.003	0.001	0.003	0.002
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-CS06D50EBF8	0.003	0.002	0.003	0.002	0.001	0.001	0.002	0.004	0.003	0.0	0.004	0.004
AMN	Q9BXJ7	True	AMNLS_HUMAN	CUBN_AMN_complex	CPI-CS037E41952	0.005	0.002	0.005	0.003	0.006	0.003	0.005	0.009	0.008	0.004	0.004	0.004
CUBN	O60494	True	CUBN_HUMAN	CUBN_AMN_complex	CPI-CS037E41952	0.005	0.002	0.005	0.003	0.006	0.003	0.005	0.009	0.008	0.004	0.004	0.004
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.01	0.002	0.0	0.002	0.001
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	0.0	0.0	0.002	0.001	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	0.0	0.0	0.002	0.001	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	0.014	0.039	0.026	0.029	0.017	0.028	0.025	0.011	0.023	0.017	0.02	0.041
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	0.014	0.039	0.026	0.029	0.017	0.028	0.025	0.011	0.023	0.017	0.02	0.041
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS06C6527F4	0.033	0.008	0.063	0.059	0.052	0.056	0.037	0.056	0.063	0.011	0.045	0.069
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS0BEF10547	0.033	0.008	0.063	0.059	0.052	0.056	0.037	0.056	0.063	0.011	0.045	0.069
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS086D3E39F	0.033	0.008	0.063	0.059	0.052	0.056	0.037	0.056	0.063	0.011	0.045	0.069
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	0.033	0.008	0.063	0.059	0.052	0.056	0.037	0.056	0.063	0.011	0.045	0.069
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	0.162	0.196	0.148	0.188	0.155	0.179	0.129	0.183	0.138	0.111	0.147	0.149
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	0.162	0.196	0.148	0.188	0.155	0.179	0.129	0.183	0.138	0.111	0.147	0.149
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS0917E42F5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS06B596CD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS0F71EE8D0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0006C277B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS04A65DD62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0FF565F1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0412B081A	0.018	0.103	0.042	0.016	0.036	0.032	0.021	0.026	0.024	0.017	0.027	0.035
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS0D89E7C19	0.018	0.103	0.042	0.016	0.036	0.032	0.021	0.026	0.024	0.017	0.027	0.035
SULT1A1	P50225	True	ST1A1_HUMAN	DHEAsulfate_bySULT2B	CPI-CS099F73A95	0.018	0.103	0.042	0.016	0.036	0.032	0.021	0.026	0.024	0.017	0.027	0.035
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS0259A0EB4	0.012	0.061	0.1	0.038	0.03	0.021	0.025	0.06	0.045	0.003	0.115	0.083
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS05760BB78	0.012	0.061	0.1	0.038	0.03	0.021	0.025	0.06	0.045	0.003	0.115	0.083
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS09B8977D7	0.012	0.061	0.1	0.038	0.03	0.021	0.025	0.06	0.045	0.003	0.115	0.083
CYP21A2	P08686	True	CP21A_HUMAN	Desoxycorticosterone_byCYP21A2	CPI-CS012A5546C	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRD5A1	P18405	True	S5A1_HUMAN	Dihydrotestosterone_bySRD5A1	CPI-CS0EC7F7C75	0.047	0.011	0.06	0.04	0.046	0.062	0.016	0.047	0.03	0.024	0.031	0.057
SRD5A2	P31213	True	S5A2_HUMAN	Dihydrotestosterone_bySRD5A2	CPI-CS0D228AF4D	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
SRD5A3	Q9H8P0	True	PORED_HUMAN	Dihydrotestosterone_bySRD5A3	CPI-CS039E9FE7F	0.024	0.106	0.042	0.033	0.027	0.04	0.019	0.04	0.02	0.022	0.016	0.041
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	0.0	0.047	0.003	0.01	0.0	0.003	0.002	0.0	0.001	0.0	0.002	0.008
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	0.0	0.047	0.003	0.01	0.0	0.003	0.002	0.0	0.001	0.0	0.002	0.008
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	0.0	0.047	0.003	0.01	0.0	0.003	0.002	0.0	0.001	0.0	0.002	0.008
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09342A843	0.0	0.047	0.003	0.01	0.0	0.003	0.002	0.0	0.001	0.0	0.002	0.008
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	0.0	0.047	0.003	0.01	0.0	0.003	0.002	0.0	0.001	0.0	0.002	0.008
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D4E32D9D	0.0	0.047	0.003	0.01	0.0	0.003	0.002	0.0	0.001	0.0	0.002	0.008
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D33FF37B	0.0	0.047	0.003	0.01	0.0	0.003	0.002	0.0	0.001	0.0	0.002	0.008
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0669F64A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0EF401B5F	0.01	0.012	0.014	0.01	0.008	0.008	0.004	0.005	0.007	0.005	0.008	0.01
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	0.01	0.012	0.014	0.01	0.008	0.008	0.004	0.005	0.007	0.005	0.008	0.01
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	0.01	0.012	0.014	0.01	0.008	0.008	0.004	0.005	0.007	0.005	0.008	0.01
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	0.01	0.012	0.014	0.01	0.008	0.008	0.004	0.005	0.007	0.005	0.008	0.01
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS00426FECA	0.001	0.003	0.002	0.002	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.001
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS04A96900E	0.001	0.003	0.002	0.002	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.001
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS0DC43F5B8	0.001	0.003	0.002	0.002	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.001
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-CS0B440E124	0.001	0.003	0.002	0.002	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS00426FECA	0.001	0.003	0.002	0.002	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS04A96900E	0.001	0.003	0.002	0.002	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.001
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-CS0DC43F5B8	0.001	0.003	0.002	0.002	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.001
